landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18606,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the merge_strings function in merge.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31. There is a NULL pointer dereference in _bfd_add_merge_section when attempting to merge sections with large alignments. A specially crafted ELF allows remote attackers to cause a denial of service, as demonstrated by ld."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18607,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in elf_link_input_bfd in elflink.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31. There is a NULL pointer dereference in elf_link_input_bfd when used for finding STT_TLS symbols without any TLS section. A specially crafted ELF allows remote attackers to cause a denial of service, as demonstrated by ld."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18700,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in cp-demangle.c in GNU libiberty, as distributed in GNU Binutils 2.31. There is a stack consumption vulnerability resulting from infinite recursion in the functions d_name(), d_encoding(), and d_local_name() in cp-demangle.c. Remote attackers could leverage this vulnerability to cause a denial-of-service via an ELF file, as demonstrated by nm."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18701,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in cp-demangle.c in GNU libiberty, as distributed in GNU Binutils 2.31. There is a stack consumption vulnerability resulting from infinite recursion in the functions next_is_type_qual() and cplus_demangle_type() in cp-demangle.c. Remote attackers could leverage this vulnerability to cause a denial-of-service via an ELF file, as demonstrated by nm."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-19931,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils through 2.31. There is a heap-based buffer overflow in bfd_elf32_swap_phdr_in in elfcode.h because the number of program headers is not restricted."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-19932,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils through 2.31. There is an integer overflow and infinite loop caused by the IS_CONTAINED_BY_LMA macro in elf.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20002,Low,,,2021-05-03T01:13:06.673411128Z,"The _bfd_generic_read_minisymbols function in syms.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31, has a memory leak via a crafted ELF file, leading to a denial of service (memory consumption), as demonstrated by nm."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20623,Low,,,2021-05-03T01:13:06.673411128Z,"In GNU Binutils 2.31.1, there is a use-after-free in the error function in elfcomm.c when called from the process_archive function in readelf.c via a crafted ELF file."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20657,Low,,,2021-05-03T01:13:06.673411128Z,"The demangle_template function in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.31.1, has a memory leak via a crafted string, leading to a denial of service (memory consumption), as demonstrated by cxxfilt, a related issue to CVE-2018-12698."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20671,Low,,,2021-05-03T01:13:06.673411128Z,load_specific_debug_section in objdump.c in GNU Binutils through 2.31.1 contains an integer overflow vulnerability that can trigger a heap-based buffer overflow via a crafted section size.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-6323,Low,,,2021-05-03T01:13:06.673411128Z,"The elf_object_p function in elfcode.h in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, has an unsigned integer overflow because bfd_size_type multiplication is not used. A crafted ELF file allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-6543,Low,,,2021-05-03T01:13:06.673411128Z,"In GNU Binutils 2.30, there's an integer overflow in the function load_specific_debug_section() in objdump.c, which results in `malloc()` with 0 size. A crafted ELF file allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-6759,Low,,,2021-05-03T01:13:06.673411128Z,"The bfd_get_debug_link_info_1 function in opncls.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, has an unchecked strnlen operation. Remote attackers could leverage this vulnerability to cause a denial of service (segmentation fault) via a crafted ELF file."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-6872,Low,,,2021-05-03T01:13:06.673411128Z,"The elf_parse_notes function in elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (out-of-bounds read and segmentation violation) via a note with a large alignment."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-7642,Low,,,2021-05-03T01:13:06.673411128Z,"The swap_std_reloc_in function in aoutx.h in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (aout_32_swap_std_reloc_out NULL pointer dereference and application crash) via a crafted ELF file, as demonstrated by objcopy."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-7643,Low,,,2021-05-03T01:13:06.673411128Z,"The display_debug_ranges function in dwarf.c in GNU Binutils 2.30 allows remote attackers to cause a denial of service (integer overflow and application crash) or possibly have unspecified other impact via a crafted ELF file, as demonstrated by objdump."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-8945,Low,,,2021-05-03T01:13:06.673411128Z,"The bfd_section_from_shdr function in elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (segmentation fault) via a large attribute section."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-9138,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.29 and 2.30. Stack Exhaustion occurs in the C++ demangling functions provided by libiberty, and there are recursive stack frames: demangle_nested_args, demangle_args, do_arg, and do_type."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-1010204,Low,,,2021-05-03T01:13:06.673411128Z,"GNU binutils gold gold v1.11-v1.16 (GNU binutils v2.21-v2.31.1) is affected by: Improper Input Validation, Signed/Unsigned Comparison, Out-of-bounds Read. The impact is: Denial of service. The component is: gold/fileread.cc:497, elfcpp/elfcpp_file.h:644. The attack vector is: An ELF file with an invalid e_shoff header field must be opened."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-12972,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.32. There is a heap-based buffer over-read in _bfd_doprnt in bfd.c because elf_object_p in elfcode.h mishandles an e_shstrndx section of type SHT_GROUP by omitting a trailing '\0' character."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17450,Low,,,2021-05-03T01:13:06.673411128Z,"find_abstract_instance in dwarf2.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.32, allows remote attackers to cause a denial of service (infinite recursion and application crash) via a crafted ELF file."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-9073,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.32. It is an attempted excessive memory allocation in _bfd_elf_slurp_version_tables in elf.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-9074,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.32. It is an out-of-bounds read leading to a SEGV in bfd_getl32 in libbfd.c, when called from pex64_get_runtime_function in pei-x86_64.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-9075,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.32. It is a heap-based buffer overflow in _bfd_archive_64_bit_slurp_armap in archive64.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-9077,Low,,,2021-05-03T01:13:06.673411128Z,An issue was discovered in GNU Binutils 2.32. It is a heap-based buffer overflow in process_mips_specific in readelf.c via a malformed MIPS option section.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-35493,Low,,,2021-05-03T01:13:06.673411128Z,A flaw exists in binutils in bfd/pef.c. An attacker who is able to submit a crafted PEF file to be parsed by objdump could cause a heap buffer overflow -> out-of-bounds read that could lead to an impact to application availability. This flaw affects binutils versions prior to 2.34.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2779,Low,,,2021-05-03T01:13:06.673411128Z,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5011,Low,,,2021-05-03T01:13:06.673411128Z,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-28831,Medium,,,2021-05-03T01:13:06.673411128Z,"decompress_gunzip.c in BusyBox through 1.32.1 mishandles the error bit on the huft_build result pointer, with a resultant invalid free or segmentation fault, via malformed gzip data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-28831,Medium,,,2021-05-03T01:13:06.673411128Z,"decompress_gunzip.c in BusyBox through 1.32.1 mishandles the error bit on the huft_build result pointer, with a resultant invalid free or segmentation fault, via malformed gzip data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-7306,Low,,,2021-05-03T01:13:06.673411128Z,"Byobu Apport hook may disclose sensitive information since it automatically uploads the local user's .screenrc which may contain private hostnames, usernames and passwords. This issue affects: byobu"
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-3426,Low,,,2021-05-03T01:13:06.673411128Z,No description is available for this CVE.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2781,Low,,,2021-05-03T01:13:06.673411128Z,"chroot in GNU coreutils, when used with --userspec, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9525,Low,,,2021-05-03T01:13:06.673411128Z,"In the cron package through 3.0pl1-128 on Debian, and through 3.0pl1-128ubuntu2 on Ubuntu, the postinst maintainer script allows for group-crontab-to-root privilege escalation via symlink attacks against unsafe usage of the chown and chmod programs."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-4484,Low,,,2021-05-03T01:13:06.673411128Z,The Debian initrd script for the cryptsetup package 2:1.7.3-2 and earlier allows physically proximate attackers to gain shell access via many log in attempts with an invalid password.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-4484,Low,,,2021-05-03T01:13:06.673411128Z,The Debian initrd script for the cryptsetup package 2:1.7.3-2 and earlier allows physically proximate attackers to gain shell access via many log in attempts with an invalid password.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-13050,Low,,,2021-05-03T01:13:06.673411128Z,"Interaction between the sks-keyserver code through 1.2.0 of the SKS keyserver network, and GnuPG through 2.2.16, makes it risky to have a GnuPG keyserver configuration line referring to a host on the SKS keyserver network. Retrieving data from this network may cause a persistent denial of service, because of a Certificate Spamming Attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-14855,Low,,,2021-05-03T01:13:06.673411128Z,A flaw was found in the way certificate signatures could be forged using collisions found in the SHA-1 algorithm. An attacker could use this weakness to create forged certificate signatures. This issue affects GnuPG versions before 2.2.18.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-8283,Low,,,2021-05-03T01:13:06.673411128Z,"dpkg-source in dpkg 1.3.0 through 1.18.23 is able to use a non-GNU patch program and does not offer a protection mechanism for blank-indented diff hunks, which allows remote attackers to conduct directory traversal attacks via a crafted Debian source package, as demonstrated by use of dpkg-source on NetBSD."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-8283,Low,,,2021-05-03T01:13:06.673411128Z,"dpkg-source in dpkg 1.3.0 through 1.18.23 is able to use a non-GNU patch program and does not offer a protection mechanism for blank-indented diff hunks, which allows remote attackers to conduct directory traversal attacks via a crafted Debian source package, as demonstrated by use of dpkg-source on NetBSD."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-7960,Low,,,2021-05-03T01:13:06.673411128Z,The cr_input_new_from_uri function in cr-input.c in libcroco 0.6.11 and 0.6.12 allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted CSS file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2014-5044,Low,,,2021-05-03T01:13:06.673411128Z,Multiple integer overflows in libgfortran might allow remote attackers to execute arbitrary code or cause a denial of service (Fortran application crash) via vectors related to array allocation.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-5276,Low,,,2021-05-03T01:13:06.673411128Z,"The std::random_device class in libstdc++ in the GNU Compiler Collection (aka GCC) before 4.9.4 does not properly handle short reads from blocking sources, which makes it easier for context-dependent attackers to predict the random values via unspecified vectors."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-13050,Low,,,2021-05-03T01:13:06.673411128Z,"Interaction between the sks-keyserver code through 1.2.0 of the SKS keyserver network, and GnuPG through 2.2.16, makes it risky to have a GnuPG keyserver configuration line referring to a host on the SKS keyserver network. Retrieving data from this network may cause a persistent denial of service, because of a Certificate Spamming Attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-8834,Low,,,2021-05-03T01:13:06.673411128Z,The cr_tknzr_parse_comment function in cr-tknzr.c in libcroco 0.6.12 allows remote attackers to cause a denial of service (memory allocation error) via a crafted CSS file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-13050,Low,,,2021-05-03T01:13:06.673411128Z,"Interaction between the sks-keyserver code through 1.2.0 of the SKS keyserver network, and GnuPG through 2.2.16, makes it risky to have a GnuPG keyserver configuration line referring to a host on the SKS keyserver network. Retrieving data from this network may cause a persistent denial of service, because of a Certificate Spamming Attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-14855,Low,,,2021-05-03T01:13:06.673411128Z,A flaw was found in the way certificate signatures could be forged using collisions found in the SHA-1 algorithm. An attacker could use this weakness to create forged certificate signatures. This issue affects GnuPG versions before 2.2.18.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-13050,Low,,,2021-05-03T01:13:06.673411128Z,"Interaction between the sks-keyserver code through 1.2.0 of the SKS keyserver network, and GnuPG through 2.2.16, makes it risky to have a GnuPG keyserver configuration line referring to a host on the SKS keyserver network. Retrieving data from this network may cause a persistent denial of service, because of a Certificate Spamming Attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-14855,Low,,,2021-05-03T01:13:06.673411128Z,A flaw was found in the way certificate signatures could be forged using collisions found in the SHA-1 algorithm. An attacker could use this weakness to create forged certificate signatures. This issue affects GnuPG versions before 2.2.18.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-14855,Low,,,2021-05-03T01:13:06.673411128Z,A flaw was found in the way certificate signatures could be forged using collisions found in the SHA-1 algorithm. An attacker could use this weakness to create forged certificate signatures. This issue affects GnuPG versions before 2.2.18.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-13050,Low,,,2021-05-03T01:13:06.673411128Z,"Interaction between the sks-keyserver code through 1.2.0 of the SKS keyserver network, and GnuPG through 2.2.16, makes it risky to have a GnuPG keyserver configuration line referring to a host on the SKS keyserver network. Retrieving data from this network may cause a persistent denial of service, because of a Certificate Spamming Attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-14855,Low,,,2021-05-03T01:13:06.673411128Z,A flaw was found in the way certificate signatures could be forged using collisions found in the SHA-1 algorithm. An attacker could use this weakness to create forged certificate signatures. This issue affects GnuPG versions before 2.2.18.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2009-5080,Low,,,2021-05-03T01:13:06.673411128Z,"The (1) contrib/eqn2graph/eqn2graph.sh, (2) contrib/grap2graph/grap2graph.sh, and (3) contrib/pic2graph/pic2graph.sh scripts in GNU troff (aka groff) 1.21 and earlier do not properly handle certain failed attempts to create temporary directories, which might allow local users to overwrite arbitrary files via a symlink attack on a file in a temporary directory, a different vulnerability than CVE-2004-1296."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-25632,Medium,,,2021-05-03T01:13:06.673411128Z,A flaw was found in grub2 in versions prior to 2.06. The rmmod implementation allows the unloading of a module used as a dependency without checking if any other dependent module is still loaded leading to a use-after-free scenario. This could allow arbitrary code to be executed or a bypass of Secure Boot protections. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-25632,Medium,,,2021-05-03T01:13:06.673411128Z,A flaw was found in grub2 in versions prior to 2.06. The rmmod implementation allows the unloading of a module used as a dependency without checking if any other dependent module is still loaded leading to a use-after-free scenario. This could allow arbitrary code to be executed or a bypass of Secure Boot protections. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-25632,Medium,,,2021-05-03T01:13:06.673411128Z,A flaw was found in grub2 in versions prior to 2.06. The rmmod implementation allows the unloading of a module used as a dependency without checking if any other dependent module is still loaded leading to a use-after-free scenario. This could allow arbitrary code to be executed or a bypass of Secure Boot protections. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-25632,Medium,,,2021-05-03T01:13:06.673411128Z,A flaw was found in grub2 in versions prior to 2.06. The rmmod implementation allows the unloading of a module used as a dependency without checking if any other dependent module is still loaded leading to a use-after-free scenario. This could allow arbitrary code to be executed or a bypass of Secure Boot protections. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20217,Medium,,,2021-05-03T01:13:06.673411128Z,"A Reachable Assertion issue was discovered in the KDC in MIT Kerberos 5 (aka krb5) before 1.17. If an attacker can obtain a krbtgt ticket using an older encryption type (single-DES, triple-DES, or RC4), the attacker can crash the KDC by making an S4U2Self request."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-3426,Low,,,2021-05-03T01:13:06.673411128Z,No description is available for this CVE.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-15088,Low,,,2021-05-03T01:13:06.673411128Z,"plugins/preauth/pkinit/pkinit_crypto_openssl.c in MIT Kerberos 5 (aka krb5) through 1.15.2 mishandles Distinguished Name (DN) fields, which allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) in situations involving untrusted X.509 data, related to the get_matching_data and X509_NAME_oneline_ex functions. NOTE: this has security relevance only in use cases outside of the MIT Kerberos distribution, e.g., the use of get_matching_data in KDC certauth plugin code that is specific to Red Hat."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-5709,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-5710,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. The pre-defined function ""strlen"" is getting a ""NULL"" string as a parameter value in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the Key Distribution Center (KDC), which allows remote authenticated users to cause a denial of service (NULL pointer dereference) via a modified kadmin client."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-6594,Low,,,2021-05-03T01:13:06.673411128Z,The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-12098,Low,,,2021-05-03T01:13:06.673411128Z,"In the client side of Heimdal before 7.6.0, failure to verify anonymous PKINIT PA-PKINIT-KX key exchange permits a man-in-the-middle attack. This issue is in krb5_init_creds_step in lib/krb5/init_creds_pw.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-26720,Low,,,2021-05-03T01:13:06.673411128Z,"avahi-daemon-check-dns.sh in the Debian avahi package through 0.8-4 is executed as root via /etc/network/if-up.d/avahi-daemon, and allows a local attacker to cause a denial of service or create arbitrary empty files via a symlink attack on files under /run/avahi-daemon. NOTE: this only affects the packaging for Debian GNU/Linux (used indirectly by SUSE), not the upstream Avahi product."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-26720,Low,,,2021-05-03T01:13:06.673411128Z,"avahi-daemon-check-dns.sh in the Debian avahi package through 0.8-4 is executed as root via /etc/network/if-up.d/avahi-daemon, and allows a local attacker to cause a denial of service or create arbitrary empty files via a symlink attack on files under /run/avahi-daemon. NOTE: this only affects the packaging for Debian GNU/Linux (used indirectly by SUSE), not the upstream Avahi product."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-26720,Low,,,2021-05-03T01:13:06.673411128Z,"avahi-daemon-check-dns.sh in the Debian avahi package through 0.8-4 is executed as root via /etc/network/if-up.d/avahi-daemon, and allows a local attacker to cause a denial of service or create arbitrary empty files via a symlink attack on files under /run/avahi-daemon. NOTE: this only affects the packaging for Debian GNU/Linux (used indirectly by SUSE), not the upstream Avahi product."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2779,Low,,,2021-05-03T01:13:06.673411128Z,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5011,Low,,,2021-05-03T01:13:06.673411128Z,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2009-5155,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-8985,Low,,,2021-05-03T01:13:06.673411128Z,The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10228,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv program in the GNU C Library (aka glibc or libc6) 2.31 and earlier, when invoked with multiple suffixes in the destination encoding (TRANSLATE or IGNORE) along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10739,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-12132,Low,,,2021-05-03T01:13:06.673411128Z,"The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-25013,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read."
